prompt,Data_address,Label,Related,problem type,,,,,
"A mobile payment company is considering how to allocate its resources to optimize system security and user experience. The company has two types of resources available for allocation: security experts and UI designers, with costs of $x1 = 100$ and $x2 = 80$ dollars per hour, respectively. The company needs to handle four types of tasks each day: risk detection, security auditing, UI design, and user feedback analysis, with minimum resource requirements of $N1 = 5$, $N2 = 3$, $N3 = 2$, and $N4 = 1$, respectively. The allocation must comply with the following constraints: - The total working time for security experts cannot exceed 8 hours. - The total working time for UI designers cannot exceed 10 hours. - All task requirements must be met within a reasonable time frame. Assuming that each person works an integer number of hours on each task, the problem becomes how to allocate the working time for these two types of personnel to minimize the company's total operational cost. # Response:",,"\begin{aligned}
\text{Minimize}\quad
& 100\sum_{j=1}^4 x_{1j} \;+\; 80\sum_{j=1}^4 x_{2j} \\[0.5ex]
\text{Subject to}\quad
& x_{1j} + x_{2j} \ge d_j,\quad j=1,2,3,4,\\
& \sum_{j=1}^4 x_{1j} \le 8,\\
& \sum_{j=1}^4 x_{2j} \le 10,\\
& x_{ij}\in\mathbb{Z}_+,\quad i=1,2,\;j=1,2,3,4,\\[0.5ex]
\text{where}\quad
& d = (5,\;3,\;2,\;1).
\end{aligned}
",,Resource Allocation Problem,,,,,
"A travel agency is planning to allocate resources for three different tourist routes: x1, x2, and x3. These routes may include different cities, attractions, and activities. The goal is to minimize the total cost associated with these routes, with costs of $100 for x1, $150 for x2, and $200 for x3. The allocation must comply with the following constraints set due to budget and resource limitations: 1. The total number of visitors for routes x1 and x2 cannot exceed 500. 2. The total number of visitors for routes x2 and x3 must be at least 300. 3. The difference in the number of visitors between routes x3 and x1 cannot exceed 100. Considering that each tourist route has specific limits on the number of visitors (x1: 100-500, x2: 50-400, x3: 0-300), due to the travel agency's operational capacity or policy regulations. Since all values are integers, as we cannot have fractional numbers of visitors, what is the travel agency's minimum total cost, rounded to the nearest dollar, for the optimal allocation of visitors among the three routes within the specified ranges? # Response:",,"\begin{aligned}
\text{Minimize} \quad 
& 100x_1 + 150x_2 + 200x_3 \\
\text{Subject to} \quad 
& x_1 + x_2 \leq 500 \\
& x_2 + x_3 \geq 300 \\
& -100 \leq x_3 - x_1 \leq 100 \\
& 100 \leq x_1 \leq 500 \\
& 50 \leq x_2 \leq 400 \\
& 0 \leq x_3 \leq 300 \\
\text{where} \quad 
& x_1, x_2, x_3 \in \mathbb{Z}_+
\end{aligned}",,Resource Allocation Problem,,,,,
"A logistics compnay EW needs to load three types of of products, M1,M2,M3 into a fleet of delivery trucks. To be more specific, there are two trucks T1,T2. Each truck has a specific weight capacity c_1,c_2 , and each product has a predefined value v_1,v_2,v_3 and a particular weight w_1,w_2,w_3. The objective is to determine how many units of each product to load into each truck so that the total value of the products loaded across all trucks can be maximized and the total weight of the products loaded in each truck does not exceed the truck's weight capacity. The decision variables x_11, x_12, x_13, x_21, x_22, and x_23 represent the number of units of product M1,M2,M3 loaded into the truck T1,T2. For example, x_12 denotes the specific number of product M2 carried by the truck T1. Value information: v_1 = 10, v_2 = 20, v_3 = 8; Capacity information: c_1 = 25, c_2 = 30; Weight information: w_1 = 5, w_2 = 6, w_3 = 2.",,"\begin{aligned}
\text{Maximize} \quad 
& 10x_{11} + 20x_{12} + 8x_{13} 
+ 10x_{21} + 20x_{22} + 8x_{23} \\
\text{Subject to} \quad 
& 5x_{11} + 6x_{12} + 2x_{13} \leq 25 \\
& 5x_{21} + 6x_{22} + 2x_{23} \leq 30 \\
\text{where} \quad 
& x_{ij} \in \mathbb{Z}_+, \quad \forall i \in \{1,2\},\ j \in \{1,2,3\}
\end{aligned}",,Resource Allocation Problem,,,,,
"A healthcare logistics company, HS, needs to distribute three types of medical supplies M1,M2, M3 to two regional medical centers R1 and R2. Each center has a specific storage capacity, denoted as c_2,c_2. Each supply type has a predefined profit p_1,p_2,p_3 and a specific weight w_1,w_2,w_3. The goal is to determine the number of units of each medical supply to be delivered to and between the centers in such a way that the total value of supplies is maximized, while ensuring that the weight of supplies at each center does not exceed its capacity. The decision variables x_11, x_12, x_13, x_21, x_22, and x_23 represent the number of units of medical supplies M1,M2,M3 distributed into the regional medical centers R1,R2. Profit information: p_1 = 15, p_2 = 25, p_3 = 10; Capacity information: c_1 = 200, c_2 = 250; Weight information: w_1 = 3, w_2 = 4, w_3 = 2.",,"\begin{aligned}
\text{Maximize} \quad 
& 15x_{11} + 25x_{12} + 10x_{13} 
+ 15x_{21} + 25x_{22} + 10x_{23} \\
\text{Subject to} \quad 
& 3x_{11} + 4x_{12} + 2x_{13} \leq 200 \\
& 3x_{21} + 4x_{22} + 2x_{23} \leq 250 \\
\text{where} \quad 
& x_{ij} \in \mathbb{Z}_+, \quad \forall i \in \{1,2\},\ j \in \{1,2,3\}
\end{aligned}",,Resource Allocation Problem,,,,,
"An e-commerce company needs to allocate warehouse space for three product lines, L1, L2, and L3, across two warehouses W1 and W2. Each warehouse has a storage capacity c_1, c_2, and each product line has a value r_1, r_2, r_3 and a required space s_1, s_2, s_3. The objective is to determine how many units of each product line to store in each warehouse to maximize revenue without exceeding storage capacity. The decision variables x_11, x_12, x_13, x_21, x_22, x_23 represent the units of product lines L1, L2, and L3 stored in warehouses W1 and W2. For example, x_12 denotes the units of product line L2 stored in warehouse W1.Revenue information: r_1 = 45, r_2 = 50, r_3 = 35; Capacity information: c_1 = 400, c_2 = 450; Space information: s_1 = 10, s_2 = 15, s_3 = 5.",,"\begin{aligned}
\text{Maximize} \quad 
& 45x_{11} + 50x_{12} + 35x_{13} 
+ 45x_{21} + 50x_{22} + 35x_{23} \\
\text{Subject to} \quad 
& 10x_{11} + 15x_{12} + 5x_{13} \leq 400 \\
& 10x_{21} + 15x_{22} + 5x_{23} \leq 450 \\
\text{where} \quad 
& x_{ij} \in \mathbb{Z}_+, \quad \forall i \in \{1,2\},\ j \in \{1,2,3\}
\end{aligned}",,Resource Allocation Problem,,,,,
"A beverage company needs to allocate three different flavors of drinks, F1, F2, and F3, across two distribution centers D1 and D2. Each distribution center has a maximum storage capacity c_1, c_2, and each drink flavor has a predefined value v_1, v_2, v_3 and volume per unit v_1, v_2, v_3. The objective is to determine how many units of each flavor to store in each distribution center to maximize total profit while not exceeding the storage capacities. The decision variables x_11, x_12, x_13, x_21, x_22, x_23 represent the units of flavors F1, F2, and F3 stored in distribution centers D1 and D2. For example, x_12 denotes the number of units of flavor F2 stored in distribution center D1.Revenue information: v_1 = 15, v_2 = 25, v_3 = 18; Capacity information: c_1 = 500, c_2 = 600; Volume per unit information: v_1 = 3, v_2 = 4, v_3 = 2.",,"\begin{aligned}
\text{Maximize} \quad 
& 15x_{11} + 25x_{12} + 18x_{13} 
+ 15x_{21} + 25x_{22} + 18x_{23} \\
\text{Subject to} \quad 
& 3x_{11} + 4x_{12} + 2x_{13} \leq 500 \\
& 3x_{21} + 4x_{22} + 2x_{23} \leq 600 \\
\text{where} \quad 
& x_{ij} \in \mathbb{Z}_+, \quad \forall i \in \{1,2\},\ j \in \{1,2,3\}
\end{aligned}",,Resource Allocation Problem,,,,,
"A university library is planning how to best share its resources to meet the needs of students. The library has four types of resources: x1 (science books), x2 (engineering books), x3 (art books), and x4 (humanities and social science books). The quantities of each resource are 100, 200, 300, and 400, respectively. The library wants to maximize its service to students while satisfying the following constraints. Due to quantity limitations, the total number of borrowings for x1 and x2 should not exceed 150, and the total number of borrowings for x3 and x4 should not exceed 350. In addition, there are some demand-related constraints: the number of borrowings for x3 should be at least 50 more than x1, and the number of borrowings for x4 should be at least 100 more than x2. Given all these constraints, how should the library allocate its resources to maximize its service to students?",,"\begin{aligned}
\text{Maximize} \quad 
& Z = x_1 + x_2 + x_3 + x_4 \\
\text{Subject to} \quad 
& x_1 + x_2 \leq 150 \\
& x_3 + x_4 \leq 350 \\
& x_3 \geq x_1 + 50 \\
& x_4 \geq x_2 + 100 \\
& x_1 \leq 100 \\
& x_2 \leq 200 \\
& x_3 \leq 300 \\
& x_4 \leq 400 \\
\text{where} \quad 
& x_1, x_2, x_3, x_4 \in \mathbb{Z}_+
\end{aligned}",,Resource Allocation Problem,,,,,
"A telecom company manages two data centers, Data Center 1 and Data Center 2. The total computing capacity of these two data centers is $C_1 = 1000$ units and $C_2 = 1500$ units, respectively. The company needs to allocate computing resources to three different services (Service 1, Service 2, and Service 3) with computing demands of $D_1 = 500$ units, $D_2 = 400$ units, and $D_3 = 600$ units, respectively. The cost per unit of computing resources is $C_r = 10$ yuan. The company needs to satisfy the following conditions: - The computing resource allocation for each data center cannot exceed its total computing capacity, i.e., $0 \leq r_i \leq C_i$, where $r_i$ is the computing resource allocated to a specific service for all $i$. - The computing demands for each service must be met, where $j$ is the service number for all $j$. The objective of the company is to minimize the total cost. The problem is: How should the company allocate computing resources for each data center to minimize the total cost while satisfying all the conditions? ",,"\begin{aligned}
\text{Minimize} \quad 
& 10(r_{11} + r_{12} + r_{13} + r_{21} + r_{22} + r_{23}) \\
\text{Subject to} \quad 
& r_{11} + r_{12} + r_{13} \leq 1000 \\
& r_{21} + r_{22} + r_{23} \leq 1500 \\
& r_{11} + r_{21} = 500 \\
& r_{12} + r_{22} = 400 \\
& r_{13} + r_{23} = 600 \\
\text{where} \quad 
& r_{ij} \geq 0, \quad \forall i \in \{1,2\},\ j \in \{1,2,3\}
\end{aligned}",,Transportation Problem,,,,,
"A city has 3 different waste treatment facilities, each with different processing capacities and costs. The city needs to determine how much waste each facility should process to meet the city's waste management needs while minimizing the total processing cost. The details of the facilities are as follows: | Facility | Processing Capacity (tons) | Processing Cost (yuan/ton) | |----------|---------------------------|----------------------------| | A | 100 | 50 | | B | 200 | 40 | | C | 300 | 60 | The total waste management demand for the city is 500 tons. Please design a waste management plan and calculate the minimum total processing cost. # Response:",,"\begin{aligned}
\text{Minimize} \quad 
& 50x_A + 40x_B + 60x_C \\
\text{Subject to} \quad 
& x_A + x_B + x_C = 500 \\
& x_A \leq 100 \\
& x_B \leq 200 \\
& x_C \leq 300 \\
\text{where} \quad 
& x_A, x_B, x_C \geq 0
\end{aligned}",,Transportation Problem,,,,,
"A city has three water sources: a lake, groundwater, and a river. Each water source has a total supply and a unit extraction cost. The details for each water source are given in the table below: | Water Source | Total Supply (million cubic meters) | Unit Extraction Cost (yuan/cubic meter) | | ------------ | ---------------------------------- | -------------------------------------- | | Lake | 50 | 2 | | Groundwater | 30 | 3 | | River | 20 | 1 | The city needs to meet the water demand of four main areas, with the demand for each area given in the table below: | Area | Water Demand (million cubic meters) | | ---- | ---------------------------------- | | A | 40 | | B | 30 | | C | 20 | | D | 10 | The transportation cost from each water source to each area is also different, as shown in the table below: | Water Source\Area | A | B | C | D | | ----------------- | ---- | ---- | ---- | ---- | | Lake | 2 | 1 | 3 | 4 | | Groundwater | 3 | 2 | 1 | 2 | | River | 4 | 3 | 2 | 1 | Your task is to determine the water allocation from each water source to each area in order to minimize the total cost. The total cost consists of the extraction cost and transportation cost. What is the optimal water allocation from each water source to each area that minimizes the total cost while meeting the water demand of all areas? # Response:",,"\begin{aligned}
\text{Minimize} \quad 
& 4x_{1A} + 6x_{2A} + 5x_{3A} 
+ 3x_{1B} + 5x_{2B} + 4x_{3B} 
+ 5x_{1C} + 4x_{2C} + 3x_{3C} 
+ 6x_{1D} + 5x_{2D} + 2x_{3D} \\
\text{Subject to} \quad 
& x_{1A} + x_{2A} + x_{3A} \geq 40 \\
& x_{1B} + x_{2B} + x_{3B} \geq 30 \\
& x_{1C} + x_{2C} + x_{3C} \geq 20 \\
& x_{1D} + x_{2D} + x_{3D} \geq 10 \\
& x_{1A} + x_{1B} + x_{1C} + x_{1D} \leq 50 \\
& x_{2A} + x_{2B} + x_{2C} + x_{2D} \leq 30 \\
& x_{3A} + x_{3B} + x_{3C} + x_{3D} \leq 20 \\
\text{where} \quad 
& x_{iJ} \geq 0, \quad \forall i \in \{1,2,3\},\ J \in \{A,B,C,D\}
\end{aligned}",,Transportation Problem,,,,,
"An electronics manufacturer needs to decide which of two possible suppliers to purchase two types of components, A and B, from. The table below lists the supply capabilities and costs of each supplier: | Supplier | Supply Capability of Component A | Supply Capability of Component B | Cost of Component A | Cost of Component B | | -------- | ------------------------------- | ------------------------------- | ------------------- | ------------------- | | 1 | 500 | 300 | 2 | 3 | | 2 | 300 | 200 | 3 | 2 | The manufacturer has a demand for 800 units of component A and 500 units of component B. Additionally, due to contractual requirements with the suppliers, the manufacturer must purchase at least one type of component from each supplier. The manufacturer's objective is to minimize the total cost while meeting these demands and constraints. Question: What is the minimum total cost for the manufacturer, given all the demands and constraints? # Response:",,"\begin{aligned}
\text{Minimize} \quad 
& 2a_1 + 3b_1 + 3a_2 + 2b_2 \\
\text{Subject to} \quad 
& a_1 + a_2 \geq 800 \\
& b_1 + b_2 \geq 500 \\
& a_1 \leq 500 \\
& b_1 \leq 300 \\
& a_2 \leq 300 \\
& b_2 \leq 200 \\
& a_1 + b_1 \geq 1 \\
& a_2 + b_2 \geq 1 \\
\text{where} \quad 
& a_1, a_2, b_1, b_2 \geq 0
\end{aligned}",,Transportation Problem,,,,,
"A fashion retailer needs to determine the optimal delivery for three clothing items, C1, C2, and C3, across three stores, S1, S2, and S3, to minimize their overall distribution costs while meeting demand. The demand for each item is d_1, d_2, d_3. The goal is to determine how many units of each clothing item to ship to each store to minimize the total distribution costs while satisfying the demand. The specific transportation cost can be The decision variables x_11, x_12, x_13, x_21, x_22, x_23, x_31, x_32, x_33 represent the units of clothing items C1, C2, and C3 shipped to stores S1, S2, and S3. For example, x_12 denotes the units of clothing item C2 shipped to store S1.Demand information: d_1 = 120, d_2 = 150, d_3 = 180; Distribution cost information: t_11 = 8, t_12 = 10, t_13 = 12, t_21 = 9, t_22 = 11, t_23 = 13, t_31 = 10, t_32 = 12, t_33 = 14",,"\begin{aligned}
\text{Minimize} \quad 
& 8x_{11} + 10x_{12} + 12x_{13} 
+ 9x_{21} + 11x_{22} + 13x_{23} 
+ 10x_{31} + 12x_{32} + 14x_{33} \\
\text{Subject to} \quad 
& x_{11} + x_{12} + x_{13} \geq 120 \\
& x_{21} + x_{22} + x_{23} \geq 150 \\
& x_{31} + x_{32} + x_{33} \geq 180 \\
\text{where} \quad 
& x_{ij} \in \mathbb{Z}_+, \quad \forall i, j \in \{1,2,3\}
\end{aligned}",,Transportation Problem,,,,,
"A furniture retailer needs to determine the optimal delivery for three furniture items, F1, F2, and F3, across three warehouses, W1, W2, and W3, to minimize their overall distribution costs while meeting demand. The demand for each item is d_1, d_2, d_3. The goal is to determine how many units of each furniture item to ship to each warehouse to minimize the total distribution costs while satisfying the demand. The decision variables x_11, x_12, x_13, x_21, x_22, x_23, x_31, x_32, x_33 represent the units of furniture items F1, F2, and F3 shipped to warehouses W1, W2, and W3. For example, x_12 denotes the units of furniture item F2 shipped to warehouse W1.Demand information: d_1 = 100, d_2 = 200, d_3 = 150
Distribution cost information: t_11 = 7, t_12 = 9, t_13 = 11, t_21 = 8, t_22 = 10, t_23 = 12, t_31 = 9, t_32 = 11, t_33 = 13",,"\begin{aligned}
\text{Minimize} \quad 
& 7x_{11} + 9x_{12} + 11x_{13} 
+ 8x_{21} + 10x_{22} + 12x_{23} 
+ 9x_{31} + 11x_{32} + 13x_{33} \\
\text{Subject to} \quad 
& x_{11} + x_{12} + x_{13} \geq 100 \\
& x_{21} + x_{22} + x_{23} \geq 200 \\
& x_{31} + x_{32} + x_{33} \geq 150 \\
\text{where} \quad 
& x_{ij} \in \mathbb{Z}_+, \quad \forall i, j \in \{1,2,3\}
\end{aligned}",,Transportation Problem,,,,,
"A toy retailer needs to determine the optimal delivery for three popular toys, T1, T2, and T3, across three stores, S1, S2, and S3, to minimize their overall distribution costs while meeting demand. The demand for each toy is d_1, d_2, d_3. The goal is to determine how many units of each toy to ship to each store to minimize the total distribution costs while satisfying the demand. The decision variables x_11, x_12, x_13, x_21, x_22, x_23, x_31, x_32, x_33 represent the units of toys T1, T2, and T3 shipped to stores S1, S2, and S3. For example, x_12 denotes the units of toy T2 shipped to store S1.Demand information: d_1 = 70, d_2 = 90, d_3 = 80
Distribution cost information: t_11 = 9, t_12 = 11, t_13 = 13, t_21 = 10, t_22 = 12, t_23 = 14, t_31 = 11, t_32 = 13, t_33 = 15",,"\begin{aligned}
\text{Minimize} \quad 
& 9x_{11} + 11x_{12} + 13x_{13} 
+ 10x_{21} + 12x_{22} + 14x_{23} 
+ 11x_{31} + 13x_{32} + 15x_{33} \\
\text{Subject to} \quad 
& x_{11} + x_{12} + x_{13} \geq 70 \\
& x_{21} + x_{22} + x_{23} \geq 90 \\
& x_{31} + x_{32} + x_{33} \geq 80 \\
\text{where} \quad 
& x_{ij} \in \mathbb{Z}_+, \quad \forall i, j \in \{1,2,3\}
\end{aligned}",,Transportation Problem,,,,,
"A sporting goods retailer needs to determine the optimal delivery for three types of sporting goods, S1, S2, and S3, across three stores, T1, T2, and T3, to minimize their overall distribution costs while meeting demand. The demand for each item is d_1, d_2, d_3. The goal is to determine how many units of each sporting good to ship to each store to minimize the total distribution costs while satisfying the demand. The decision variables x_11, x_12, x_13, x_21, x_22, x_23, x_31, x_32, x_33 represent the units of sporting goods S1, S2, and S3 shipped to stores T1, T2, and T3. For example, x_12 denotes the units of sporting good S2 shipped to store T1.Demand information: d_1 = 110, d_2 = 140, d_3 = 120
Distribution cost information: t_11 = 7, t_12 = 9, t_13 = 11, t_21 = 8, t_22 = 10, t_23 = 12, t_31 = 9, t_32 = 11, t_33 = 13",,"\begin{aligned}
\text{Minimize} \quad 
& 7x_{11} + 9x_{12} + 11x_{13} 
+ 8x_{21} + 10x_{22} + 12x_{23} 
+ 9x_{31} + 11x_{32} + 13x_{33} \\
\text{Subject to} \quad 
& x_{11} + x_{12} + x_{13} \geq 110 \\
& x_{21} + x_{22} + x_{23} \geq 140 \\
& x_{31} + x_{32} + x_{33} \geq 120 \\
\text{where} \quad 
& x_{ij} \in \mathbb{Z}_+, \quad \forall i, j \in \{1,2,3\}
\end{aligned}",,Transportation Problem,,,,,
"In a seaside town, three beverage plants (D1, D2, and D3) can supply up top_1,p_2, andp_3bottles of beverages per day, respectively. They need to supply these beverages to two bars (B1 and B2), which required_1andd_2bottles of beverages per day, respectively. The transportation costs per bottle are as follows: from D1 to B1 ist_11dollars, to B2 ist_12dollars; from D2 to B1 ist_21dollars, to B2 ist_22dollars; from D3 to B1 ist_31dollars, to B2 ist_32dollars. The beverage plants need to devise a transportation plan to minimize the total cost of transporting beverages to the bars while meeting their demands. Lety_11andy_12represent the bottles of beverages transported from beverage plant D1 to bars B1 and B2, respectively. Lety_21andy_22represent the bottles of beverages transported from beverage plant D2 to bars B1 and B2, respectively. Lety_31andy_32represent the bottles of beverages transported from beverage plant D3 to bars B1 and B2, respectively.Production capacity: p_1 = 45, p_2 = 370, p_3 = 280; Demand: d_1 = 500, d_2 = 120; Transportation costs: t_11 = 4, t_12 = 7; t_21 = 5, t_22 = 6; t_31 = 9, t_32 = 3",,"\begin{aligned}
\text{Minimize} \quad 
& 4y_{11} + 7y_{12} + 5y_{21} + 6y_{22} + 9y_{31} + 3y_{32} \\
\text{Subject to} \quad 
& y_{11} + y_{12} \leq 45 \\
& y_{21} + y_{22} \leq 370 \\
& y_{31} + y_{32} \leq 280 \\
& y_{11} + y_{21} + y_{31} = 500 \\
& y_{12} + y_{22} + y_{32} = 120 \\
\text{where} \quad 
& y_{ij} \in \mathbb{Z}_+, \quad \forall i \in \{1,2,3\},\ j \in \{1,2\}
\end{aligned}",,transportation problem,,,,,
"In a healthcare center, three suppliers (S1, S2, and S3) can supply up top_1,p_2, andp_3sets of medical equipment per day, respectively. They need to supply these equipment sets to two hospitals (H1 and H2), which required_1andd_2sets of equipment per day, respectively. The transportation costs per set are as follows: from S1 to H1 ist_11dollars, to H2 ist_12dollars; from S2 to H1 ist_21dollars, to H2 ist_22dollars; from S3 to H1 ist_31dollars, to H2 ist_32dollars. The suppliers need to devise a transportation plan to minimize the total cost of transporting equipment to the hospitals while meeting their demands. Letz_11andz_12represent the sets of equipment transported from supplier S1 to hospitals H1 and H2, respectively. Letz_21andz_22represent the sets of equipment transported from supplier S2 to hospitals H1 and H2, respectively. Letz_31andz_32represent the sets of equipment transported from supplier S3 to hospitals H1 and H2, respectively. These variables all must be positive integers.Supply capacity: p_1 = 90, p_2 = 460, p_3 = 320; Demand: d_1 = 600, d_2 = 250; Transportation costs: t_11 = 22, t_12 = 18; t_21 = 20, t_22 = 24; t_31 = 25, t_32 = 15",,"\begin{aligned}
\text{Minimize} \quad 
& 22z_{11} + 18z_{12} + 20z_{21} + 24z_{22} + 25z_{31} + 15z_{32} \\
\text{Subject to} \quad 
& z_{11} + z_{12} \leq 90 \\
& z_{21} + z_{22} \leq 460 \\
& z_{31} + z_{32} \leq 320 \\
& z_{11} + z_{21} + z_{31} = 600 \\
& z_{12} + z_{22} + z_{32} = 250 \\
\text{where} \quad 
& z_{ij} \in \mathbb{Z}_+, \quad \forall i \in \{1,2,3\},\ j \in \{1,2\}
\end{aligned}",,transportation problem,,,,,
"Xiao Wang runs a bakery with two workshops (W1 and W2) that can produce no more than p_1 and p_2 loaves of bread per day, respectively. He needs to distribute these loaves to three residential areas (A, B, and C) requiring d_1, d_2, and d_3 loaves, respectively. The transportation costs from the workshops to the residential areas are as follows: from W1 to A is t_11 dollars, to B is t_12 dollars, and to C is t_13 dollars; from W2 to A is t_21 dollars, to B is t_22 dollars, and to C is t_23 dollars. Xiao Wang wants to devise a transportation plan that meets the demands of each residential area, does not exceed the capacity of the workshops, and minimizes the total transportation cost. x_11 ,x_12,x_13 represent the number of breads transported from bakery W1 to residential areas A, B, and C, respectively. x_21, x_22, x_23 represent the number of breads transported from bakery W2 to residential areas A, B, and C, respectively. All decision variables are positive integer numbers.produce information: p_1 = 187, p_2 = 522; demand information = d_1 = 982, d_2 = 606, d_3 = 952; transportation costs: t_11 = 818, t_12 = 767, t_13 = 359; t_21 = 435, t_22 = 335, t_23 = 897",,"\begin{aligned}
\text{Minimize} \quad 
& 818x_{11} + 767x_{12} + 359x_{13} + 435x_{21} + 335x_{22} + 897x_{23} \\
\text{Subject to} \quad 
& x_{11} + x_{12} + x_{13} \leq 187 \\
& x_{21} + x_{22} + x_{23} \leq 522 \\
& x_{11} + x_{21} = 982 \\
& x_{12} + x_{22} = 606 \\
& x_{13} + x_{23} = 952 \\
\text{where} \quad 
& x_{ij} \in \mathbb{Z}_+, \quad \forall i \in \{1,2\},\ j \in \{1,2,3\}
\end{aligned}",,transportation problem,,,,,
"On an island, there are two fishing grounds (F1 and F2) that catch no more than p_1 and p_2 kilograms of seafood per day, respectively. These seafood items need to be transported to three restaurants (H1, H2, and H3) with daily demands of d_1, d_2, and d_3 kilograms, respectively. The transportation costs from the fishing grounds to the restaurants (per kilogram) are as follows: from F1 to H1 is t_11 dollars, to H2 is t_12 dollars, to H3 is t_13 dollars; from F2 to H1 is t_21 dollars, to H2 is t_22 dollars, to H3 is t_23 dollars. The fishing grounds need to devise a reasonable transportation plan to minimize the total cost of transporting seafood to the restaurants without exceeding the catch capacity of each fishing ground. x_11, x_12, x_13 represent the kilograms of seafood transported from fishing ground F1 to restaurants H1, H2, and H3, respectively. x_21, x_22, x_23 represent the kilograms of seafood transported from fishing ground F2 to restaurants H1, H2, and H3, respectively. All variables are positive real numbers.Catch capacity: p_1 = 298, p_2 = 878; Demand: d_1 = 204, d_2 = 143, d_3 = 9; Transportation costs: t_11 = 43, t_12 = 867, t_13 = 271; t_21 = 257, t_22 = 332, t_23 = 651",,"\begin{aligned}
\text{Minimize} \quad 
& 43x_{11} + 867x_{12} + 271x_{13} + 257x_{21} + 332x_{22} + 651x_{23} \\
\text{Subject to} \quad 
& x_{11} + x_{12} + x_{13} \leq 298 \\
& x_{21} + x_{22} + x_{23} \leq 878 \\
& x_{11} + x_{21} = 204 \\
& x_{12} + x_{22} = 143 \\
& x_{13} + x_{23} = 9 \\
\text{where} \quad 
& x_{ij} \in \mathbb{R}_+, \quad \forall i \in \{1,2\},\ j \in \{1,2,3\}
\end{aligned}",,transportation problem,,,,,
"There are two suppliers (S1, S2) and two demanders (D1, D2). Suppliers can transfer products to each other, as can the demanders. The objective is to determine the transport quantity for each route in order to minimize the total transport costs, while meeting the demands of each demander and not exceeding the supply capacity of each supplier. The supply capacities of suppliers S1 and S2 are p_1 and p_2 units, respectively. The demand quantities for demanders D1 and D2 are d_1 and d_2 units, respectively. The transport costs (in $/unit) are as follows: The transport cost from supplier S1 to S2 is t_11 dollars, to demander D1 is t_12 dollars, and to D2 is t_13 dollars. The transport cost from supplier S2 to S1 is t_21 dollars, to demander D1 is t_22 dollars, and to D2 is t_23 dollars. The transport cost from demander D1 to S1 is t_31 dollars, to S2 is t_32 dollars, and to D2 is t_33 dollars. The transport cost from demander D2 to S1 is t_41 dollars, to S2 is t_42 dollars, and to D1 is t_43 dollars. Let x_11, x_12, x_13 represent the units transported from supplier S1 to supplier S2, to demander D1, and to demander D2, respectively. Let x_21, x_22, x_23 represent the units transported from supplier S2 to supplier S1, to demander D1, and to demander D2, respectively. Let x_31, x_32, x_33 represent the units transported from demander D1 to supplier S1, to supplier S2, and to demander D2, respectively. Let x_41, x_42, x_43 represent the units transported from demander D2 to supplier S1, to supplier S2, and to demander D1, respectively. These variables are all positive real numbers.Supply capacity: p_1 = 495, p_2 = 415; Demand: d_1 = 419, d_2 = 465; Transportation costs: t_11 = 867, t_12 = 423, t_13 = 214; t_21 = 372, t_22 = 65, t_23 = 465; t_31 = 625, t_32 = 499, t_33 = 854; t_41 = 968, t_42 = 914, t_43 = 308.",,"\begin{aligned}
\text{Minimize} \quad 
& 867x_{11} + 423x_{12} + 214x_{13} 
+ 372x_{21} + 65x_{22} + 465x_{23} 
+ 625x_{31} + 499x_{32} + 854x_{33} 
+ 968x_{41} + 914x_{42} + 308x_{43} \\
\text{Subject to} \quad 
& x_{11} + x_{12} + x_{13} - x_{21} - x_{31} - x_{41} \leq 495 \\
& -x_{11} + x_{21} + x_{22} + x_{23} - x_{32} - x_{42} \leq 415 \\
& x_{12} + x_{22} - x_{31} - x_{32} - x_{33} + x_{43} = 419 \\
& x_{13} + x_{23} + x_{33} - x_{41} - x_{42} - x_{43} = 465 \\
\text{where} \quad 
& x_{ij} \in \mathbb{R}_+, \quad \forall i \in \{1,2,3,4\},\ j \in \{1,2,3\}
\end{aligned}",,transshipment problem with supply and demand in each node,,,,,
