Product Name,Revenue,Demand,Initial Inventory
Printers 320.0,320.0,2.0,5.0
Printers 321.0,321.0,5.0,15.0
Printers 322.0,322.0,15.0,50.0
Printers 332.0,332.0,5.0,15.0
Printers 372.0,372.0,4.0,15.0
Printers 373.0,373.0,9.0,30.0
Printers 382.0,382.0,3.0,10.0
Printers 4141.0,4141.0,19.0,65.0
Printers 433.0,433.0,5.0,15.0
Printers 446.0,446.0,4.0,15.0
Printers 448.0,448.0,3.0,10.0
Printers 450.0,450.0,5.0,15.0
Printers 484.0,484.0,4.0,15.0
Printers 487.0,487.0,4.0,15.0
Printers 579.0,579.0,5.0,15.0
Printers 584.0,584.0,9.0,35.0
Printers 610.0,610.0,5.0,15.0
Printers 636.0,636.0,3.0,10.0
Printers 637.0,637.0,3.0,10.0
Printers 643.0,643.0,6.0,20.0
Printers 644.0,644.0,3.0,10.0
Printers 646.0,646.0,3.0,10.0
Printers 651.0,651.0,7.0,25.0
Printers 663.0,663.0,8.0,25.0
Printers 668.0,668.0,5.0,15.0
Printers 676.0,676.0,5.0,15.0
Printers 720.0,720.0,3.0,10.0
Printers 735.0,735.0,8.0,30.0
Printers 736.0,736.0,7.0,25.0
Printers 743.0,743.0,7.0,25.0
Printers 744.0,744.0,9.0,30.0
Printers 757.0,757.0,6.0,20.0
Printers 762.0,762.0,9.0,30.0
Printers 781.0,781.0,9.0,30.0
Printers 816.0,816.0,4.0,15.0
Printers 829.0,829.0,6.0,20.0
Printers 856.0,856.0,9.0,30.0
Printers 887.0,887.0,5.0,15.0
Printers 954.0,954.0,4.0,15.0
Printers 955.0,955.0,5.0,15.0
Printers 965.0,965.0,5.0,15.0
Saree 10.0,10.0,2.0,5.0
Saree 102.0,102.0,2.0,5.0
Saree 1027.0,1027.0,12.0,40.0
Saree 103.0,103.0,6.0,20.0
Saree 105.0,105.0,9.0,30.0
Saree 1069.0,1069.0,9.0,30.0
Saree 109.0,109.0,8.0,30.0
Saree 110.0,110.0,6.0,20.0
Saree 1120.0,1120.0,18.0,60.0
Saree 113.0,113.0,3.0,10.0
Saree 116.0,116.0,2.0,5.0
Saree 119.0,119.0,22.0,75.0
Saree 122.0,122.0,5.0,20.0
Saree 1250.0,1250.0,9.0,35.0
Saree 128.0,128.0,17.0,50.0
Saree 130.0,130.0,6.0,20.0
Saree 132.0,132.0,5.0,15.0
Saree 136.0,136.0,7.0,25.0
Saree 138.0,138.0,7.0,25.0
Saree 1389.0,1389.0,10.0,35.0
Saree 140.0,140.0,7.0,25.0
Saree 1402.0,1402.0,15.0,55.0
Saree 141.0,141.0,10.0,35.0
Saree 143.0,143.0,14.0,50.0
Saree 145.0,145.0,5.0,15.0
Saree 147.0,147.0,10.0,30.0
Saree 148.0,148.0,9.0,30.0
Saree 149.0,149.0,16.0,50.0
Saree 152.0,152.0,7.0,25.0
Saree 157.0,157.0,13.0,45.0
Saree 16.0,16.0,6.0,15.0
Saree 160.0,160.0,3.0,10.0
Saree 1603.0,1603.0,12.0,45.0
Saree 168.0,168.0,9.0,30.0
Saree 169.0,169.0,11.0,35.0
Saree 175.0,175.0,5.0,15.0
Saree 179.0,179.0,2.0,5.0
Saree 18.0,18.0,2.0,5.0
Saree 19.0,19.0,6.0,20.0
Saree 192.0,192.0,4.0,15.0
Saree 193.0,193.0,4.0,15.0
Saree 20.0,20.0,6.0,20.0
Saree 205.0,205.0,5.0,15.0
Saree 206.0,206.0,5.0,15.0
Saree 207.0,207.0,8.0,25.0
Saree 208.0,208.0,3.0,10.0
Saree 21.0,21.0,3.0,10.0
Saree 211.0,211.0,3.0,10.0
Saree 215.0,215.0,3.0,10.0
Saree 22.0,22.0,3.0,10.0
Saree 220.0,220.0,3.0,10.0
Saree 222.0,222.0,8.0,25.0
Saree 229.0,229.0,16.0,55.0
Saree 23.0,23.0,2.0,5.0
Saree 230.0,230.0,3.0,10.0
Saree 238.0,238.0,3.0,10.0
Saree 24.0,24.0,12.0,40.0
Saree 245.0,245.0,7.0,25.0
Saree 248.0,248.0,3.0,10.0
Saree 25.0,25.0,6.0,20.0
Saree 253.0,253.0,3.0,10.0
Saree 257.0,257.0,9.0,30.0
Saree 26.0,26.0,4.0,15.0
Saree 262.0,262.0,9.0,30.0
Saree 27.0,27.0,11.0,35.0
Saree 275.0,275.0,5.0,20.0
Saree 276.0,276.0,8.0,25.0
Saree 28.0,28.0,3.0,10.0
Saree 29.0,29.0,8.0,30.0
Saree 291.0,291.0,16.0,55.0
Saree 296.0,296.0,14.0,55.0
Saree 30.0,30.0,3.0,10.0
Saree 306.0,306.0,4.0,15.0
Saree 31.0,31.0,9.0,30.0
Saree 319.0,319.0,8.0,25.0
Saree 32.0,32.0,17.0,55.0
Saree 321.0,321.0,8.0,25.0
Saree 322.0,322.0,6.0,20.0
Saree 33.0,33.0,13.0,40.0
Saree 34.0,34.0,8.0,25.0
Saree 344.0,344.0,5.0,15.0
Saree 352.0,352.0,8.0,25.0
Saree 353.0,353.0,11.0,40.0
Saree 355.0,355.0,3.0,10.0
Saree 357.0,357.0,3.0,10.0
Saree 360.0,360.0,4.0,15.0
Saree 37.0,37.0,6.0,20.0
Saree 379.0,379.0,3.0,10.0
Saree 381.0,381.0,6.0,20.0
Saree 382.0,382.0,13.0,40.0
Saree 387.0,387.0,7.0,25.0
Saree 39.0,39.0,3.0,10.0
Saree 396.0,396.0,11.0,45.0
Saree 40.0,40.0,4.0,15.0
Saree 406.0,406.0,3.0,10.0
Saree 409.0,409.0,5.0,15.0
Saree 412.0,412.0,9.0,30.0
Saree 42.0,42.0,6.0,20.0
Saree 424.0,424.0,3.0,10.0
Saree 425.0,425.0,10.0,35.0
Saree 43.0,43.0,12.0,35.0
Saree 44.0,44.0,9.0,30.0
Saree 457.0,457.0,6.0,20.0
Saree 462.0,462.0,6.0,20.0
Saree 465.0,465.0,13.0,45.0
Saree 47.0,47.0,18.0,65.0
Saree 48.0,48.0,5.0,15.0
Saree 485.0,485.0,6.0,20.0
Saree 498.0,498.0,6.0,20.0
Saree 499.0,499.0,6.0,20.0
Saree 512.0,512.0,7.0,25.0
Saree 53.0,53.0,5.0,15.0
Saree 534.0,534.0,8.0,30.0
Saree 537.0,537.0,5.0,15.0
Saree 54.0,54.0,13.0,40.0
Saree 55.0,55.0,6.0,20.0
Saree 556.0,556.0,10.0,35.0
Saree 560.0,560.0,4.0,15.0
Saree 561.0,561.0,10.0,30.0
Saree 565.0,565.0,10.0,35.0
Saree 58.0,58.0,9.0,30.0
Saree 595.0,595.0,4.0,15.0
Saree 60.0,60.0,4.0,15.0
Saree 61.0,61.0,9.0,30.0
Saree 62.0,62.0,5.0,15.0
Saree 632.0,632.0,17.0,60.0
Saree 635.0,635.0,7.0,25.0
Saree 637.0,637.0,14.0,50.0
Saree 64.0,64.0,11.0,35.0
Saree 642.0,642.0,8.0,25.0
Saree 689.0,689.0,7.0,25.0
Saree 693.0,693.0,9.0,30.0
Saree 71.0,71.0,4.0,15.0
Saree 711.0,711.0,6.0,20.0
Saree 714.0,714.0,6.0,20.0
Saree 72.0,72.0,5.0,15.0
Saree 73.0,73.0,4.0,15.0
Saree 75.0,75.0,9.0,35.0
Saree 76.0,76.0,2.0,5.0
Saree 765.0,765.0,8.0,30.0
Saree 79.0,79.0,15.0,50.0
Saree 845.0,845.0,11.0,35.0
Saree 85.0,85.0,10.0,35.0
Saree 86.0,86.0,21.0,75.0
Saree 87.0,87.0,3.0,10.0
Saree 88.0,88.0,3.0,10.0
Saree 89.0,89.0,15.0,50.0
Saree 891.0,891.0,8.0,25.0
Saree 9.0,9.0,2.0,5.0
Saree 929.0,929.0,12.0,45.0
Saree 93.0,93.0,4.0,15.0
Saree 933.0,933.0,8.0,25.0
Saree 97.0,97.0,6.0,20.0
Saree 98.0,98.0,3.0,10.0
Shirt 107.0,107.0,5.0,15.0
Shirt 108.0,108.0,6.0,20.0
Shirt 111.0,111.0,7.0,25.0
Shirt 117.0,117.0,5.0,15.0
Shirt 125.0,125.0,7.0,25.0
Shirt 129.0,129.0,8.0,25.0
Shirt 130.0,130.0,5.0,15.0
Shirt 132.0,132.0,5.0,15.0
Shirt 133.0,133.0,8.0,25.0
Shirt 137.0,137.0,8.0,25.0
Shirt 139.0,139.0,5.0,15.0
Shirt 140.0,140.0,6.0,20.0
Shirt 141.0,141.0,10.0,35.0
Shirt 15.0,15.0,2.0,5.0
Shirt 163.0,163.0,6.0,20.0
Shirt 171.0,171.0,13.0,45.0
Shirt 177.0,177.0,6.0,20.0
Shirt 186.0,186.0,12.0,45.0
Shirt 188.0,188.0,9.0,35.0
Shirt 19.0,19.0,2.0,5.0
Shirt 191.0,191.0,13.0,45.0
Shirt 195.0,195.0,13.0,45.0
Shirt 21.0,21.0,4.0,15.0
Shirt 213.0,213.0,21.0,70.0
Shirt 223.0,223.0,20.0,70.0
Shirt 23.0,23.0,2.0,5.0
Shirt 261.0,261.0,9.0,30.0
Shirt 27.0,27.0,3.0,10.0
Shirt 286.0,286.0,9.0,30.0
Shirt 32.0,32.0,9.0,30.0
Shirt 33.0,33.0,8.0,25.0
Shirt 340.0,340.0,10.0,35.0
Shirt 37.0,37.0,6.0,20.0
Shirt 40.0,40.0,5.0,15.0
Shirt 43.0,43.0,5.0,15.0
Shirt 434.0,434.0,14.0,55.0
Shirt 45.0,45.0,16.0,55.0
Shirt 48.0,48.0,7.0,25.0
Shirt 49.0,49.0,2.0,5.0
Shirt 54.0,54.0,6.0,20.0
Shirt 57.0,57.0,9.0,30.0
Shirt 63.0,63.0,3.0,10.0
Shirt 72.0,72.0,3.0,10.0
Shirt 74.0,74.0,8.0,25.0
Shirt 75.0,75.0,4.0,15.0
Shirt 77.0,77.0,3.0,10.0
Shirt 79.0,79.0,8.0,30.0
Shirt 82.0,82.0,3.0,10.0
Shirt 83.0,83.0,15.0,55.0
Shirt 85.0,85.0,3.0,10.0
Shirt 87.0,87.0,3.0,10.0
Shirt 88.0,88.0,3.0,10.0
Shirt 89.0,89.0,10.0,35.0
Shirt 90.0,90.0,4.0,15.0
Shirt 94.0,94.0,3.0,10.0
Skirt 10.0,10.0,6.0,20.0
Skirt 101.0,101.0,12.0,45.0
Skirt 11.0,11.0,8.0,25.0
Skirt 12.0,12.0,3.0,10.0
Skirt 13.0,13.0,6.0,20.0
Skirt 17.0,17.0,31.0,100.0
Skirt 19.0,19.0,5.0,15.0
Skirt 22.0,22.0,3.0,10.0
Skirt 23.0,23.0,6.0,20.0
Skirt 24.0,24.0,18.0,65.0
Skirt 25.0,25.0,6.0,20.0
Skirt 26.0,26.0,5.0,15.0
Skirt 27.0,27.0,13.0,40.0
Skirt 28.0,28.0,10.0,35.0
Skirt 29.0,29.0,27.0,85.0
Skirt 30.0,30.0,5.0,15.0
Skirt 31.0,31.0,16.0,55.0
Skirt 34.0,34.0,4.0,15.0
Skirt 39.0,39.0,9.0,30.0
Skirt 4.0,4.0,2.0,5.0
Skirt 41.0,41.0,7.0,25.0
Skirt 42.0,42.0,18.0,60.0
Skirt 43.0,43.0,6.0,20.0
Skirt 45.0,45.0,11.0,40.0
Skirt 46.0,46.0,14.0,50.0
Skirt 50.0,50.0,17.0,60.0
Skirt 55.0,55.0,7.0,25.0
Skirt 62.0,62.0,9.0,30.0
Skirt 7.0,7.0,9.0,30.0
Skirt 71.0,71.0,11.0,40.0
Skirt 74.0,74.0,12.0,40.0
Skirt 79.0,79.0,13.0,45.0
Skirt 8.0,8.0,3.0,10.0
Skirt 80.0,80.0,11.0,45.0
Skirt 87.0,87.0,13.0,45.0
Skirt 9.0,9.0,10.0,30.0
Stole 10.0,10.0,2.0,5.0
Stole 100.0,100.0,6.0,20.0
Stole 102.0,102.0,3.0,10.0
Stole 103.0,103.0,11.0,35.0
Stole 105.0,105.0,6.0,20.0
Stole 107.0,107.0,15.0,50.0
Stole 108.0,108.0,3.0,10.0
Stole 109.0,109.0,3.0,10.0
Stole 110.0,110.0,17.0,60.0
Stole 111.0,111.0,6.0,20.0
Stole 115.0,115.0,8.0,30.0
Stole 116.0,116.0,14.0,45.0
Stole 12.0,12.0,2.0,5.0
Stole 120.0,120.0,8.0,25.0
Stole 121.0,121.0,17.0,60.0
Stole 122.0,122.0,9.0,35.0
Stole 125.0,125.0,4.0,15.0
Stole 13.0,13.0,2.0,5.0
Stole 132.0,132.0,7.0,25.0
Stole 133.0,133.0,15.0,50.0
Stole 137.0,137.0,5.0,15.0
Stole 138.0,138.0,8.0,25.0
Stole 139.0,139.0,10.0,30.0
Stole 140.0,140.0,8.0,25.0
Stole 146.0,146.0,8.0,25.0
Stole 147.0,147.0,8.0,30.0
Stole 148.0,148.0,12.0,40.0
Stole 149.0,149.0,12.0,45.0
Stole 152.0,152.0,17.0,60.0
Stole 155.0,155.0,10.0,30.0
Stole 156.0,156.0,5.0,15.0
Stole 158.0,158.0,10.0,30.0
Stole 16.0,16.0,10.0,30.0
Stole 161.0,161.0,4.0,15.0
Stole 162.0,162.0,4.0,15.0
Stole 165.0,165.0,5.0,15.0
Stole 168.0,168.0,8.0,30.0
Stole 17.0,17.0,10.0,30.0
Stole 171.0,171.0,9.0,35.0
Stole 180.0,180.0,11.0,40.0
Stole 185.0,185.0,12.0,40.0
Stole 189.0,189.0,10.0,35.0
Stole 199.0,199.0,11.0,40.0
Stole 211.0,211.0,11.0,40.0
Stole 216.0,216.0,6.0,20.0
Stole 22.0,22.0,7.0,20.0
Stole 227.0,227.0,8.0,25.0
Stole 25.0,25.0,5.0,15.0
Stole 26.0,26.0,7.0,20.0
Stole 263.0,263.0,7.0,25.0
Stole 27.0,27.0,11.0,30.0
Stole 28.0,28.0,3.0,10.0
Stole 29.0,29.0,6.0,20.0
Stole 290.0,290.0,12.0,45.0
Stole 299.0,299.0,8.0,30.0
Stole 30.0,30.0,10.0,35.0
Stole 304.0,304.0,9.0,30.0
Stole 31.0,31.0,11.0,35.0
Stole 32.0,32.0,6.0,20.0
Stole 34.0,34.0,3.0,10.0
Stole 341.0,341.0,9.0,35.0
Stole 349.0,349.0,9.0,35.0
Stole 35.0,35.0,3.0,10.0
Stole 352.0,352.0,11.0,40.0
Stole 355.0,355.0,9.0,35.0
Stole 36.0,36.0,4.0,15.0
Stole 376.0,376.0,10.0,35.0
Stole 38.0,38.0,10.0,35.0
Stole 391.0,391.0,11.0,40.0
Stole 40.0,40.0,15.0,50.0
Stole 43.0,43.0,14.0,50.0
Stole 44.0,44.0,38.0,120.0
Stole 45.0,45.0,10.0,35.0
Stole 47.0,47.0,9.0,30.0
Stole 48.0,48.0,23.0,75.0
Stole 49.0,49.0,8.0,25.0
Stole 50.0,50.0,18.0,60.0
Stole 51.0,51.0,3.0,10.0
Stole 52.0,52.0,6.0,20.0
Stole 53.0,53.0,9.0,30.0
Stole 54.0,54.0,3.0,10.0
Stole 55.0,55.0,9.0,30.0
Stole 571.0,571.0,18.0,60.0
Stole 59.0,59.0,11.0,35.0
Stole 60.0,60.0,6.0,20.0
Stole 66.0,66.0,17.0,55.0
Stole 67.0,67.0,5.0,15.0
Stole 70.0,70.0,11.0,40.0
Stole 74.0,74.0,23.0,75.0
Stole 75.0,75.0,4.0,15.0
Stole 76.0,76.0,8.0,25.0
Stole 77.0,77.0,11.0,40.0
Stole 78.0,78.0,15.0,50.0
Stole 79.0,79.0,6.0,20.0
Stole 8.0,8.0,4.0,10.0
Stole 80.0,80.0,25.0,85.0
Stole 81.0,81.0,18.0,65.0
Stole 83.0,83.0,5.0,15.0
Stole 85.0,85.0,8.0,30.0
Stole 87.0,87.0,11.0,40.0
Stole 88.0,88.0,6.0,20.0
Stole 89.0,89.0,6.0,20.0
Stole 91.0,91.0,3.0,10.0
Stole 92.0,92.0,3.0,10.0
Stole 93.0,93.0,15.0,50.0
Stole 95.0,95.0,6.0,20.0
Stole 96.0,96.0,8.0,25.0
Stole 97.0,97.0,6.0,20.0
T-shirt 100.0,100.0,6.0,20.0
T-shirt 101.0,101.0,6.0,20.0
T-shirt 102.0,102.0,9.0,30.0
T-shirt 107.0,107.0,8.0,25.0
T-shirt 109.0,109.0,9.0,30.0
T-shirt 114.0,114.0,6.0,20.0
T-shirt 118.0,118.0,10.0,35.0
T-shirt 119.0,119.0,7.0,25.0
T-shirt 122.0,122.0,9.0,30.0
T-shirt 124.0,124.0,8.0,25.0
T-shirt 13.0,13.0,2.0,5.0
T-shirt 140.0,140.0,7.0,25.0
T-shirt 145.0,145.0,4.0,15.0
T-shirt 148.0,148.0,11.0,35.0
T-shirt 15.0,15.0,2.0,5.0
T-shirt 154.0,154.0,9.0,35.0
T-shirt 156.0,156.0,7.0,25.0
T-shirt 16.0,16.0,3.0,10.0
T-shirt 167.0,167.0,9.0,35.0
T-shirt 170.0,170.0,7.0,25.0
T-shirt 171.0,171.0,8.0,30.0
T-shirt 180.0,180.0,6.0,20.0
T-shirt 184.0,184.0,9.0,30.0
T-shirt 190.0,190.0,10.0,40.0
T-shirt 193.0,193.0,6.0,20.0
T-shirt 20.0,20.0,2.0,5.0
T-shirt 202.0,202.0,13.0,45.0
T-shirt 21.0,21.0,2.0,5.0
T-shirt 237.0,237.0,14.0,45.0
T-shirt 24.0,24.0,3.0,10.0
T-shirt 27.0,27.0,6.0,20.0
T-shirt 28.0,28.0,2.0,5.0
T-shirt 294.0,294.0,14.0,45.0
T-shirt 30.0,30.0,7.0,20.0
T-shirt 325.0,325.0,10.0,35.0
T-shirt 34.0,34.0,17.0,55.0
T-shirt 37.0,37.0,5.0,15.0
T-shirt 40.0,40.0,5.0,15.0
T-shirt 41.0,41.0,3.0,10.0
T-shirt 43.0,43.0,3.0,10.0
T-shirt 44.0,44.0,3.0,10.0
T-shirt 45.0,45.0,7.0,25.0
T-shirt 50.0,50.0,9.0,30.0
T-shirt 51.0,51.0,4.0,15.0
T-shirt 53.0,53.0,11.0,35.0
T-shirt 54.0,54.0,16.0,55.0
T-shirt 55.0,55.0,5.0,15.0
T-shirt 57.0,57.0,3.0,10.0
T-shirt 585.0,585.0,17.0,65.0
T-shirt 59.0,59.0,14.0,45.0
T-shirt 60.0,60.0,3.0,10.0
T-shirt 62.0,62.0,3.0,10.0
T-shirt 63.0,63.0,5.0,20.0
T-shirt 65.0,65.0,3.0,10.0
T-shirt 67.0,67.0,12.0,40.0
T-shirt 71.0,71.0,4.0,15.0
T-shirt 79.0,79.0,5.0,15.0
T-shirt 82.0,82.0,7.0,25.0
T-shirt 84.0,84.0,5.0,15.0
T-shirt 86.0,86.0,6.0,20.0
T-shirt 90.0,90.0,10.0,35.0
T-shirt 91.0,91.0,8.0,30.0
T-shirt 94.0,94.0,3.0,10.0
T-shirt 97.0,97.0,3.0,10.0
Tables 1118.0,1118.0,3.0,10.0
Tables 1361.0,1361.0,5.0,15.0
Tables 1364.0,1364.0,7.0,25.0
Tables 1461.0,1461.0,7.0,25.0
Tables 1622.0,1622.0,7.0,25.0
Tables 1630.0,1630.0,8.0,25.0
Tables 1745.0,1745.0,3.0,10.0
Tables 1829.0,1829.0,8.0,30.0
Tables 4363.0,4363.0,7.0,25.0
Tables 610.0,610.0,3.0,10.0
Tables 623.0,623.0,4.0,15.0
Tables 632.0,632.0,5.0,20.0
Tables 674.0,674.0,3.0,10.0
Tables 857.0,857.0,3.0,10.0
Tables 869.0,869.0,6.0,20.0
Tables 915.0,915.0,5.0,15.0
Tables 941.0,941.0,4.0,15.0
Trousers 106.0,106.0,5.0,15.0
Trousers 1104.0,1104.0,6.0,20.0
Trousers 1137.0,1137.0,3.0,10.0
Trousers 115.0,115.0,4.0,15.0
Trousers 117.0,117.0,3.0,10.0
Trousers 1263.0,1263.0,7.0,25.0
Trousers 1355.0,1355.0,7.0,25.0
Trousers 140.0,140.0,3.0,10.0
Trousers 1487.0,1487.0,4.0,15.0
Trousers 1560.0,1560.0,4.0,15.0
Trousers 1582.0,1582.0,8.0,30.0
Trousers 1700.0,1700.0,5.0,15.0
Trousers 1709.0,1709.0,5.0,15.0
Trousers 180.0,180.0,5.0,15.0
Trousers 187.0,187.0,5.0,15.0
Trousers 224.0,224.0,4.0,15.0
Trousers 2244.0,2244.0,5.0,20.0
Trousers 2366.0,2366.0,8.0,25.0
Trousers 250.0,250.0,4.0,15.0
Trousers 253.0,253.0,2.0,5.0
Trousers 264.0,264.0,4.0,15.0
Trousers 269.0,269.0,4.0,15.0
Trousers 282.0,282.0,6.0,20.0
Trousers 3151.0,3151.0,10.0,35.0
Trousers 327.0,327.0,6.0,20.0
Trousers 341.0,341.0,9.0,30.0
Trousers 352.0,352.0,8.0,25.0
Trousers 496.0,496.0,3.0,10.0
Trousers 503.0,503.0,3.0,10.0
Trousers 523.0,523.0,10.0,35.0
Trousers 536.0,536.0,2.0,5.0
Trousers 559.0,559.0,3.0,10.0
Trousers 68.0,68.0,3.0,10.0
Trousers 685.0,685.0,9.0,35.0
Trousers 75.0,75.0,2.0,5.0
Trousers 767.0,767.0,7.0,25.0
Trousers 832.0,832.0,4.0,15.0
Trousers 833.0,833.0,5.0,15.0
Trousers 97.0,97.0,3.0,10.0
