Product Name,Revenue,Demand,Initial Inventory
Shirt M 604.76,604.76,0,0
Shirt M 606.0,606,40,100
Shirt M 607.0,607,14,35
Shirt M 612.0,612,14,35
Shirt M 614.0,614,2,5
Shirt M 618.0,618,2,5
Shirt M 620.0,620,8,20
Shirt M 623.81,623.81,0,0
Shirt M 625.0,625,42,105
Shirt M 626.0,626,20,50
Shirt M 627.0,627,16,40
Shirt M 631.0,631,2,5
Shirt M 633.0,633,8,20
Shirt M 634.29,634.29,0,0
Shirt M 635.0,635,198,495
Shirt M 636.0,636,6,15
Shirt M 645.0,645,46,115
Shirt M 652.38,652.38,0,0
Shirt M 654.0,654,6,15
Shirt M 655.0,655,32,80
Shirt M 657.0,657,10,25
Shirt M 658.0,658,3,10
Shirt M 662.86,662.86,0,0
Shirt M 665.0,665,50,125
Shirt M 665.71,665.71,0,0
Shirt M 665.72,665.72,0,0
Shirt M 666.0,666,62,155
Shirt M 669.0,669,2,5
Shirt M 675.24,675.24,0,0
Shirt M 685.0,685,58,145
Shirt M 688.0,688,74,185
Shirt M 689.0,689,4,10
Shirt M 690.48,690.48,0,0
Shirt M 692.0,692,10,25
Shirt M 693.0,693,4,10
Shirt M 694.28,694.28,0,0
Shirt M 694.29,694.29,0,0
Shirt M 696.0,696,58,145
Shirt M 698.0,698,17,45
Shirt M 699.0,699,22,55
Shirt M 700.0,700,0,0
Shirt M 700.95,700.95,0,0
Shirt M 706.0,706,3,10
Shirt M 709.0,709,140,350
Shirt M 713.33,713.33,0,0
Shirt M 714.0,714,10,25
Shirt M 715.0,715,4,10
Shirt M 724.0,724,7,20
Shirt M 725.0,725,78,195
Shirt M 727.62,727.62,0,0
Shirt M 729.0,729,54,135
Shirt M 730.0,730,2,5
Shirt M 734.29,734.29,0,0
Shirt M 735.0,735,132,330
Shirt M 736.0,736,22,55
Shirt M 737.0,737,4,10
Shirt M 749.0,749,20,50
Shirt M 752.0,752,3,10
Shirt M 753.0,753,2,5
Shirt M 754.0,754,34,85
Shirt M 761.0,761,4,10
Shirt M 764.0,764,7,20
Shirt M 771.0,771,106,265
Shirt M 772.38,772.38,0,0
Shirt M 777.0,777,36,90
Shirt M 782.0,782,8,20
Shirt M 787.0,787,2,5
Shirt M 792.38,792.38,0,0
Shirt M 795.0,795,2,5
Shirt M 797.0,797,4,10
Shirt M 798.0,798,6,20
Shirt M 801.0,801,4,10
Shirt M 811.0,811,4,10
Shirt M 812.0,812,3,10
Shirt M 832.0,832,8,20
Shirt M 834.0,834,3,10
Shirt M 835.0,835,2,5
Shirt M 845.71,845.71,0,0
Shirt M 848.0,848,3,10
Shirt M 852.0,852,2,5
Shirt M 870.0,870,6,20
Shirt M 877.0,877,2,5
Shirt M 888.0,888,42,105
Shirt M 909.0,909,4,10
Shirt M 927.0,927,2,5
Shirt M 942.0,942,9,30
Shirt M 950.0,950,3,10
Shirt M 967.0,967,14,35
Shirt M 974.0,974,3,10
Shirt M 982.0,982,3,10
Shirt M 987.0,987,4,15
Shirt M 990.0,990,3,10
Shirt M nan,,24,60
Shirt S 1128.0,1128,4,15
Shirt S 1310.0,1310,3,10
Shirt S 1376.0,1376,3,10
Shirt S 1377.0,1377,4,15
Shirt S 1472.0,1472,3,10
Shirt S 1551.0,1551,4,15
Shirt S 2068.0,2068,6,20
Shirt S 229.0,229,2,5
Shirt S 246.67,246.67,0,0
Shirt S 249.0,249,16,40
Shirt S 259.0,259,20,50
Shirt S 264.0,264,4,10
Shirt S 266.67,266.67,0,0
Shirt S 269.0,269,2,5
Shirt S 271.0,271,4,10
Shirt S 276.0,276,4,10
Shirt S 277.0,277,4,10
Shirt S 278.1,278.1,0,0
Shirt S 280.0,280,18,45
Shirt S 280.95,280.95,0,0
Shirt S 283.0,283,14,35
Shirt S 284.76,284.76,0,0
Shirt S 286.0,286,6,15
Shirt S 286.67,286.67,0,0
Shirt S 291.0,291,28,70
Shirt S 292.0,292,212,530
Shirt S 293.0,293,4,10
Shirt S 293.33,293.33,0,0
Shirt S 295.0,295,98,245
Shirt S 299.0,299,116,290
Shirt S 300.95,300.95,0,0
Shirt S 300.96,300.96,0,0
Shirt S 301.0,301,424,1060
Shirt S 302.86,302.86,0,0
Shirt S 303.81,303.81,0,0
Shirt S 305.0,305,4,10
Shirt S 307.0,307,12,30
Shirt S 308.0,308,18,45
Shirt S 310.0,310,4,10
Shirt S 311.0,311,26,65
Shirt S 313.33,313.33,0,0
Shirt S 315.0,315,14,35
Shirt S 316.0,316,28,70
Shirt S 317.14,317.14,0,0
Shirt S 318.0,318,166,415
Shirt S 319.0,319,62,155
Shirt S 319.05,319.05,0,0
Shirt S 320.0,320,8,20
Shirt S 322.0,322,18,45
Shirt S 322.86,322.86,0,0
Shirt S 324.0,324,8,20
Shirt S 325.0,325,40,100
Shirt S 325.71,325.71,0,0
Shirt S 327.0,327,2,5
Shirt S 328.0,328,2,5
Shirt S 328.57,328.57,0,0
Shirt S 329.0,329,120,300
Shirt S 330.0,330,30,75
Shirt S 331.0,331,2,5
Shirt S 332.38,332.38,0,0
Shirt S 333.0,333,28,70
Shirt S 335.0,335,16,40
Shirt S 336.19,336.19,0,0
Shirt S 338.0,338,4,10
Shirt S 339.0,339,12,30
Shirt S 340.0,340,0,0
Shirt S 342.0,342,16,40
Shirt S 344.0,344,2,5
Shirt S 345.0,345,150,375
Shirt S 345.71,345.71,0,0
Shirt S 346.0,346,10,25
Shirt S 346.67,346.67,0,0
Shirt S 348.0,348,26,65
Shirt S 349.0,349,66,165
Shirt S 349.52,349.52,0,0
Shirt S 350.48,350.48,0,0
Shirt S 351.43,351.43,0,0
Shirt S 352.0,352,60,150
Shirt S 353.0,353,92,230
Shirt S 355.0,355,26,65
Shirt S 356.0,356,8,20
Shirt S 357.0,357,106,265
Shirt S 357.14,357.14,0,0
Shirt S 358.1,358.1,0,0
Shirt S 359.0,359,16,40
Shirt S 360.0,360,2,5
Shirt S 360.95,360.95,0,0
Shirt S 361.0,361,6,15
Shirt S 361.9,361.9,0,0
Shirt S 362.0,362,24,60
Shirt S 362.86,362.86,0,0
Shirt S 363.0,363,18,45
Shirt S 364.0,364,14,35
Shirt S 365.0,365,4,10
Shirt S 367.0,367,6,15
Shirt S 368.0,368,118,295
Shirt S 368.57,368.57,0,0
Shirt S 369.0,369,6,15
Shirt S 371.0,371,6,15
Shirt S 371.43,371.43,0,0
Shirt S 372.0,372,2,5
Shirt S 375.0,375,40,100
Shirt S 376.0,376,274,685
Shirt S 377.0,377,8,20
Shirt S 379.0,379,22,55
Shirt S 380.0,380,40,100
Shirt S 381.0,381,26,65
Shirt S 382.0,382,166,415
Shirt S 383.0,383,24,60
Shirt S 385.0,385,2,5
Shirt S 385.71,385.71,0,0
Shirt S 386.0,386,14,35
Shirt S 387.0,387,48,120
Shirt S 389.0,389,10,25
Shirt S 390.0,390,8,20
Shirt S 393.0,393,2,5
Shirt S 394.0,394,2,5
Shirt S 396.0,396,6,15
Shirt S 397.0,397,8,20
Shirt S 399.0,399,1262,3155
Shirt S 399.05,399.05,0,0
Shirt S 400.0,400,2,5
Shirt S 403.81,403.81,0,0
Shirt S 405.0,405,28,70
Shirt S 406.0,406,82,205
Shirt S 408.57,408.57,0,0
Shirt S 411.43,411.43,0,0
Shirt S 413.0,413,2,5
Shirt S 414.29,414.29,0,0
Shirt S 417.0,417,6,15
Shirt S 418.0,418,10,25
Shirt S 419.0,419,18,45
Shirt S 420.0,420,6,15
Shirt S 422.0,422,2,5
Shirt S 424.0,424,48,120
Shirt S 424.76,424.76,0,0
Shirt S 426.0,426,32,80
Shirt S 427.0,427,6,15
Shirt S 427.62,427.62,0,0
Shirt S 428.0,428,6,15
Shirt S 429.0,429,72,180
Shirt S 430.48,430.48,0,0
Shirt S 431.0,431,52,130
Shirt S 431.43,431.43,0,0
Shirt S 432.0,432,166,415
Shirt S 434.0,434,4,10
Shirt S 435.0,435,546,1365
Shirt S 436.0,436,8,20
Shirt S 436.19,436.19,0,0
Shirt S 437.14,437.14,0,0
Shirt S 438.0,438,4,10
Shirt S 441.0,441,2,5
Shirt S 442.0,442,118,295
Shirt S 443.0,443,4,10
Shirt S 446.0,446,10,25
Shirt S 446.67,446.67,0,0
Shirt S 448.0,448,8,20
Shirt S 448.57,448.57,0,0
Shirt S 448.58,448.58,0,0
Shirt S 449.0,449,102,255
Shirt S 452.0,452,28,70
Shirt S 452.38,452.38,0,0
Shirt S 453.0,453,34,85
Shirt S 454.29,454.29,0,0
Shirt S 455.0,455,8,20
Shirt S 457.0,457,84,210
Shirt S 458.0,458,168,420
Shirt S 459.0,459,306,765
Shirt S 460.0,460,8,20
Shirt S 460.95,460.95,0,0
Shirt S 462.0,462,2,5
Shirt S 462.86,462.86,0,0
Shirt S 463.8,463.8,0,0
Shirt S 463.81,463.81,0,0
Shirt S 467.0,467,16,40
Shirt S 468.0,468,38,95
Shirt S 469.0,469,80,200
Shirt S 471.0,471,224,560
Shirt S 471.42,471.42,0,0
Shirt S 472.0,472,4,10
Shirt S 472.38,472.38,0,0
Shirt S 473.33,473.33,0,0
Shirt S 474.0,474,20,50
Shirt S 475.0,475,76,190
Shirt S 475.24,475.24,0,0
Shirt S 476.0,476,30,75
Shirt S 477.0,477,12,30
Shirt S 479.0,479,4,10
Shirt S 480.0,480,18,45
Shirt S 481.0,481,26,65
Shirt S 484.0,484,28,70
Shirt S 486.0,486,92,230
Shirt S 487.0,487,466,1165
Shirt S 490.0,490,2,5
Shirt S 491.0,491,44,110
Shirt S 492.0,492,2,5
Shirt S 492.38,492.38,0,0
Shirt S 495.0,495,58,145
Shirt S 496.0,496,38,95
Shirt S 496.19,496.19,0,0
Shirt S 497.0,497,8,20
Shirt S 499.0,499,234,585
Shirt S 501.0,501,2,5
Shirt S 502.0,502,2,5
Shirt S 507.0,507,4,10
Shirt S 507.62,507.62,0,0
Shirt S 508.57,508.57,0,0
Shirt S 510.0,510,4,10
Shirt S 511.0,511,32,80
Shirt S 517.0,517,276,690
Shirt S 518.0,518,62,155
Shirt S 521.0,521,54,135
Shirt S 522.86,522.86,0,0
Shirt S 523.0,523,36,90
Shirt S 524.0,524,10,25
Shirt S 525.0,525,8,20
Shirt S 526.0,526,44,110
Shirt S 528.0,528,10,25
Shirt S 529.0,529,12,30
Shirt S 529.52,529.52,0,0
Shirt S 530.0,530,6,15
Shirt S 533.0,533,46,115
Shirt S 534.0,534,30,75
Shirt S 535.24,535.24,0,0
Shirt S 540.0,540,26,65
Shirt S 540.95,540.95,0,0
Shirt S 542.0,542,6,15
Shirt S 544.0,544,128,320
Shirt S 545.0,545,8,20
Shirt S 547.0,547,14,35
Shirt S 549.0,549,102,255
Shirt S 550.0,550,8,20
Shirt S 551.43,551.43,0,0
Shirt S 556.0,556,6,15
Shirt S 561.0,561,12,30
Shirt S 562.0,562,28,70
Shirt S 563.0,563,8,20
Shirt S 565.0,565,14,35
Shirt S 568.0,568,96,240
Shirt S 568.57,568.57,0,0
Shirt S 569.0,569,6,15
Shirt S 573.0,573,2,5
Shirt S 574.0,574,10,25
Shirt S 575.0,575,14,35
Shirt S 579.0,579,4,10
Shirt S 581.0,581,2,5
Shirt S 582.0,582,14,35
Shirt S 582.86,582.86,0,0
Shirt S 587.0,587,20,50
Shirt S 590.0,590,4,10
Shirt S 591.0,591,2,5
Shirt S 596.19,596.19,0,0
Shirt S 597.0,597,56,140
Shirt S 599.0,599,36,90
Shirt S 602.0,602,9,30
Shirt S 604.76,604.76,0,0
Shirt S 606.0,606,2,5
Shirt S 612.0,612,20,50
Shirt S 622.0,622,2,5
Shirt S 625.0,625,14,35
Shirt S 625.71,625.71,0,0
Shirt S 626.0,626,16,40
Shirt S 627.0,627,12,30
Shirt S 633.0,633,6,15
Shirt S 634.29,634.29,0,0
Shirt S 635.0,635,96,240
Shirt S 652.38,652.38,0,0
Shirt S 654.0,654,8,20
Shirt S 655.0,655,8,20
Shirt S 655.24,655.24,0,0
Shirt S 657.0,657,14,35
Shirt S 658.0,658,3,10
Shirt S 659.0,659,2,5
Shirt S 665.0,665,14,35
Shirt S 666.0,666,58,145
Shirt S 669.0,669,2,5
Shirt S 685.0,685,34,85
Shirt S 688.0,688,38,95
Shirt S 690.48,690.48,0,0
Shirt S 692.0,692,14,35
Shirt S 693.0,693,2,5
Shirt S 694.29,694.29,0,0
Shirt S 696.0,696,48,120
Shirt S 698.0,698,2,5
Shirt S 699.0,699,2,5
Shirt S 700.0,700,0,0
Shirt S 702.0,702,16,40
Shirt S 709.0,709,28,70
Shirt S 713.33,713.33,0,0
Shirt S 714.0,714,4,10
Shirt S 715.0,715,4,10
Shirt S 724.0,724,8,20
Shirt S 725.0,725,10,25
Shirt S 729.0,729,28,70
Shirt S 734.29,734.29,0,0
Shirt S 735.0,735,98,245
Shirt S 736.0,736,14,35
Shirt S 737.0,737,4,10
Shirt S 740.0,740,0,0
Shirt S 749.0,749,20,50
Shirt S 752.0,752,3,10
Shirt S 753.0,753,2,5
Shirt S 754.0,754,24,60
Shirt S 761.0,761,8,20
Shirt S 764.0,764,2,5
Shirt S 771.0,771,58,145
Shirt S 777.0,777,22,55
Shirt S 782.0,782,2,5
Shirt S 787.0,787,20,50
Shirt S 795.24,795.24,0,0
Shirt S 797.0,797,2,5
Shirt S 798.0,798,9,30
Shirt S 811.0,811,20,50
Shirt S 819.0,819,2,5
Shirt S 832.0,832,8,20
Shirt S 835.0,835,2,5
Shirt S 852.0,852,6,15
Shirt S 870.0,870,6,20
Shirt S 871.0,871,2,5
Shirt S 884.0,884,3,10
Shirt S 888.0,888,26,65
Shirt S 909.0,909,6,15
Shirt S 914.0,914,3,10
Shirt S 916.0,916,3,10
Shirt S 939.0,939,4,10
Shirt S 942.0,942,3,10
Shirt S 952.0,952,3,10
Shirt S 967.0,967,16,40
Shirt S 972.0,972,3,10
Shirt S nan,,9,25
Shirt XL 1039.0,1039,2,5
Shirt XL 1088.0,1088,3,10
Shirt XL 1136.0,1136,3,10
Shirt XL 1149.0,1149,2,5
Shirt XL 1310.0,1310,3,10
Shirt XL 1326.0,1326,4,15
Shirt XL 1551.0,1551,5,15
Shirt XL 2175.0,2175,7,25
Shirt XL 246.67,246.67,0,0
Shirt XL 249.0,249,8,20
Shirt XL 259.0,259,40,100
Shirt XL 264.0,264,2,5
Shirt XL 266.67,266.67,0,0
Shirt XL 267.0,267,2,5
Shirt XL 269.0,269,2,5
Shirt XL 271.0,271,4,10
Shirt XL 277.0,277,2,5
Shirt XL 277.14,277.14,0,0
Shirt XL 278.1,278.1,0,0
Shirt XL 279.05,279.05,0,0
Shirt XL 280.0,280,40,100
Shirt XL 280.95,280.95,0,0
Shirt XL 283.0,283,14,35
Shirt XL 284.0,284,2,5
Shirt XL 284.76,284.76,0,0
Shirt XL 286.0,286,14,35
Shirt XL 286.67,286.67,0,0
Shirt XL 291.0,291,54,135
Shirt XL 292.0,292,208,520
Shirt XL 292.38,292.38,0,0
Shirt XL 293.0,293,8,20
Shirt XL 293.33,293.33,0,0
Shirt XL 295.0,295,84,210
Shirt XL 297.0,297,2,5
Shirt XL 299.0,299,62,155
Shirt XL 300.0,300,0,0
Shirt XL 300.95,300.95,0,0
Shirt XL 301.0,301,650,1625
Shirt XL 302.86,302.86,0,0
Shirt XL 303.81,303.81,0,0
Shirt XL 306.0,306,6,15
Shirt XL 307.0,307,12,30
Shirt XL 308.0,308,18,45
Shirt XL 308.57,308.57,0,0
Shirt XL 309.52,309.52,0,0
Shirt XL 310.0,310,12,30
Shirt XL 311.0,311,26,65
Shirt XL 313.0,313,4,10
Shirt XL 313.33,313.33,0,0
Shirt XL 314.0,314,2,5
Shirt XL 314.29,314.29,0,0
Shirt XL 315.0,315,18,45
Shirt XL 316.0,316,42,105
Shirt XL 317.14,317.14,0,0
Shirt XL 318.0,318,176,440
Shirt XL 319.0,319,56,140
Shirt XL 319.05,319.05,0,0
Shirt XL 320.0,320,8,20
Shirt XL 321.0,321,2,5
Shirt XL 321.9,321.9,0,0
Shirt XL 322.0,322,8,20
Shirt XL 323.0,323,12,30
Shirt XL 324.0,324,10,25
Shirt XL 325.0,325,56,140
Shirt XL 325.71,325.71,0,0
Shirt XL 328.0,328,4,10
Shirt XL 328.57,328.57,0,0
Shirt XL 329.0,329,180,450
Shirt XL 330.0,330,46,115
Shirt XL 331.0,331,2,5
Shirt XL 332.38,332.38,0,0
Shirt XL 333.0,333,80,200
Shirt XL 335.0,335,78,195
Shirt XL 336.0,336,4,10
Shirt XL 336.19,336.19,0,0
Shirt XL 337.0,337,2,5
Shirt XL 338.1,338.1,0,0
Shirt XL 339.0,339,6,15
Shirt XL 340.0,340,0,0
Shirt XL 341.9,341.9,0,0
Shirt XL 342.0,342,54,135
Shirt XL 344.76,344.76,0,0
Shirt XL 345.0,345,216,540
Shirt XL 345.71,345.71,0,0
Shirt XL 346.0,346,12,30
Shirt XL 346.67,346.67,0,0
Shirt XL 347.0,347,4,10
Shirt XL 348.0,348,10,25
Shirt XL 349.0,349,110,275
Shirt XL 350.48,350.48,0,0
Shirt XL 352.0,352,12,30
Shirt XL 353.0,353,180,450
Shirt XL 355.0,355,30,75
Shirt XL 356.0,356,10,25
Shirt XL 357.0,357,158,395
Shirt XL 358.0,358,2,5
Shirt XL 358.1,358.1,0,0
Shirt XL 359.0,359,76,190
Shirt XL 360.0,360,4,10
Shirt XL 361.0,361,4,10
Shirt XL 361.9,361.9,0,0
Shirt XL 362.0,362,94,235
Shirt XL 363.0,363,194,485
Shirt XL 363.81,363.81,0,0
Shirt XL 364.0,364,10,25
Shirt XL 365.0,365,18,45
Shirt XL 368.0,368,118,295
Shirt XL 368.57,368.57,0,0
Shirt XL 369.0,369,10,25
Shirt XL 370.48,370.48,0,0
Shirt XL 371.0,371,2,5
Shirt XL 372.0,372,12,30
Shirt XL 374.29,374.29,0,0
Shirt XL 375.0,375,34,85
Shirt XL 376.0,376,640,1600
Shirt XL 377.0,377,2,5
Shirt XL 378.1,378.1,0,0
Shirt XL 379.0,379,132,330
Shirt XL 380.0,380,78,195
Shirt XL 381.0,381,2,5
Shirt XL 382.0,382,264,660
Shirt XL 383.0,383,22,55
Shirt XL 385.0,385,6,15
Shirt XL 385.71,385.71,0,0
Shirt XL 386.0,386,12,30
Shirt XL 386.67,386.67,0,0
Shirt XL 387.0,387,122,305
Shirt XL 389.0,389,8,20
Shirt XL 390.0,390,6,15
Shirt XL 391.0,391,6,15
Shirt XL 393.0,393,6,15
Shirt XL 393.33,393.33,0,0
Shirt XL 394.0,394,16,40
Shirt XL 396.0,396,12,30
Shirt XL 396.19,396.19,0,0
Shirt XL 397.0,397,18,45
Shirt XL 399.0,399,1568,3920
Shirt XL 403.81,403.81,0,0
Shirt XL 405.0,405,48,120
Shirt XL 405.71,405.71,0,0
Shirt XL 406.0,406,116,290
Shirt XL 408.57,408.57,0,0
Shirt XL 409.0,409,4,10
Shirt XL 411.43,411.43,0,0
Shirt XL 413.0,413,4,10
Shirt XL 414.0,414,4,10
Shirt XL 414.29,414.29,0,0
Shirt XL 416.0,416,94,235
Shirt XL 417.0,417,10,25
Shirt XL 418.0,418,10,25
Shirt XL 419.0,419,40,100
Shirt XL 420.0,420,4,10
Shirt XL 420.95,420.95,0,0
Shirt XL 421.0,421,6,15
Shirt XL 422.0,422,4,10
Shirt XL 423.0,423,4,10
Shirt XL 424.0,424,26,65
Shirt XL 425.0,425,2,5
Shirt XL 426.0,426,32,80
Shirt XL 427.0,427,8,20
Shirt XL 427.62,427.62,0,0
Shirt XL 428.0,428,4,10
Shirt XL 429.0,429,52,130
Shirt XL 431.0,431,154,385
Shirt XL 432.0,432,186,465
Shirt XL 434.0,434,8,20
Shirt XL 435.0,435,488,1220
Shirt XL 436.0,436,52,130
Shirt XL 436.19,436.19,0,0
Shirt XL 436.2,436.2,0,0
Shirt XL 437.14,437.14,0,0
Shirt XL 438.1,438.1,0,0
Shirt XL 441.0,441,50,125
Shirt XL 442.0,442,270,675
Shirt XL 443.0,443,8,20
Shirt XL 445.71,445.71,0,0
Shirt XL 448.0,448,2,5
Shirt XL 449.0,449,192,480
Shirt XL 451.0,451,2,5
Shirt XL 451.43,451.43,0,0
Shirt XL 452.0,452,42,105
Shirt XL 452.38,452.38,0,0
Shirt XL 453.0,453,30,75
Shirt XL 454.29,454.29,0,0
Shirt XL 455.0,455,14,35
Shirt XL 457.0,457,96,240
Shirt XL 457.14,457.14,0,0
Shirt XL 458.0,458,228,570
Shirt XL 458.1,458.1,0,0
Shirt XL 459.0,459,540,1350
Shirt XL 460.0,460,12,30
Shirt XL 460.95,460.95,0,0
Shirt XL 461.0,461,6,15
Shirt XL 462.0,462,12,30
Shirt XL 463.8,463.8,0,0
Shirt XL 463.81,463.81,0,0
Shirt XL 466.0,466,2,5
Shirt XL 467.0,467,16,40
Shirt XL 467.62,467.62,0,0
Shirt XL 468.0,468,120,300
Shirt XL 469.0,469,104,260
Shirt XL 471.0,471,388,970
Shirt XL 471.43,471.43,0,0
Shirt XL 472.0,472,12,30
Shirt XL 474.0,474,36,90
Shirt XL 475.0,475,118,295
Shirt XL 475.24,475.24,0,0
Shirt XL 476.0,476,62,155
Shirt XL 477.0,477,16,40
Shirt XL 479.0,479,18,45
Shirt XL 480.0,480,10,25
Shirt XL 481.0,481,54,135
Shirt XL 484.0,484,78,195
Shirt XL 486.0,486,124,310
Shirt XL 487.0,487,590,1475
Shirt XL 490.0,490,2,5
Shirt XL 491.0,491,24,60
Shirt XL 492.0,492,8,20
Shirt XL 492.38,492.38,0,0
Shirt XL 493.33,493.33,0,0
Shirt XL 494.0,494,2,5
Shirt XL 495.0,495,144,360
Shirt XL 496.0,496,134,335
Shirt XL 496.19,496.19,0,0
Shirt XL 497.0,497,6,15
Shirt XL 498.1,498.1,0,0
Shirt XL 499.0,499,376,940
Shirt XL 501.0,501,2,5
Shirt XL 502.0,502,8,20
Shirt XL 507.0,507,4,10
Shirt XL 507.62,507.62,0,0
Shirt XL 508.57,508.57,0,0
Shirt XL 510.0,510,12,30
Shirt XL 511.0,511,36,90
Shirt XL 515.0,515,2,5
Shirt XL 517.0,517,486,1215
Shirt XL 518.0,518,98,245
Shirt XL 518.1,518.1,0,0
Shirt XL 519.0,519,2,5
Shirt XL 520.95,520.95,0,0
Shirt XL 521.0,521,86,215
Shirt XL 522.86,522.86,0,0
Shirt XL 523.0,523,24,60
Shirt XL 524.0,524,20,50
Shirt XL 525.0,525,2,5
Shirt XL 526.0,526,84,210
Shirt XL 528.0,528,6,15
Shirt XL 529.0,529,14,35
Shirt XL 530.0,530,48,120
Shirt XL 531.0,531,4,10
Shirt XL 531.43,531.43,0,0
Shirt XL 533.0,533,166,415
Shirt XL 534.0,534,24,60
Shirt XL 540.0,540,38,95
Shirt XL 540.95,540.95,0,0
Shirt XL 541.9,541.9,0,0
Shirt XL 542.0,542,18,45
Shirt XL 544.0,544,126,315
Shirt XL 545.0,545,22,55
Shirt XL 547.0,547,6,15
Shirt XL 549.0,549,102,255
Shirt XL 550.0,550,8,20
Shirt XL 551.43,551.43,0,0
Shirt XL 558.0,558,6,15
Shirt XL 561.0,561,22,55
Shirt XL 562.0,562,4,10
Shirt XL 563.0,563,2,5
Shirt XL 565.0,565,18,45
Shirt XL 567.0,567,2,5
Shirt XL 568.0,568,198,495
Shirt XL 568.57,568.57,0,0
Shirt XL 569.0,569,36,90
Shirt XL 573.0,573,2,5
Shirt XL 574.0,574,2,5
Shirt XL 574.29,574.29,0,0
Shirt XL 575.0,575,16,40
Shirt XL 579.0,579,48,120
Shirt XL 582.0,582,24,60
Shirt XL 587.0,587,28,70
Shirt XL 589.0,589,14,35
Shirt XL 590.0,590,8,20
Shirt XL 591.0,591,2,5
Shirt XL 594.0,594,2,5
Shirt XL 596.0,596,4,10
Shirt XL 596.19,596.19,0,0
Shirt XL 597.0,597,56,140
Shirt XL 597.14,597.14,0,0
Shirt XL 599.0,599,56,140
Shirt XL 603.0,603,10,25
Shirt XL 604.76,604.76,0,0
Shirt XL 606.0,606,28,70
Shirt XL 607.0,607,4,10
Shirt XL 612.0,612,12,30
Shirt XL 614.0,614,6,15
Shirt XL 618.0,618,4,10
Shirt XL 625.0,625,34,85
Shirt XL 626.0,626,8,20
Shirt XL 627.0,627,12,30
Shirt XL 633.0,633,12,30
Shirt XL 634.29,634.29,0,0
Shirt XL 635.0,635,184,460
Shirt XL 638.0,638,4,10
Shirt XL 645.0,645,36,90
Shirt XL 652.38,652.38,0,0
Shirt XL 654.0,654,12,30
Shirt XL 655.0,655,22,55
Shirt XL 656.19,656.19,0,0
Shirt XL 657.0,657,4,10
Shirt XL 658.0,658,3,10
Shirt XL 659.05,659.05,0,0
Shirt XL 662.86,662.86,0,0
Shirt XL 664.76,664.76,0,0
Shirt XL 665.0,665,50,125
Shirt XL 666.0,666,78,195
Shirt XL 669.0,669,2,5
Shirt XL 675.24,675.24,0,0
Shirt XL 685.0,685,66,165
Shirt XL 688.0,688,92,230
Shirt XL 690.48,690.48,0,0
Shirt XL 692.0,692,12,30
Shirt XL 693.0,693,6,15
Shirt XL 694.29,694.29,0,0
Shirt XL 696.0,696,82,205
Shirt XL 698.0,698,17,45
Shirt XL 699.0,699,2,5
Shirt XL 700.95,700.95,0,0
Shirt XL 701.9,701.9,0,0
Shirt XL 709.0,709,146,365
Shirt XL 713.33,713.33,0,0
Shirt XL 714.0,714,10,25
Shirt XL 715.0,715,4,10
Shirt XL 724.0,724,3,10
Shirt XL 725.0,725,124,310
Shirt XL 729.0,729,38,95
Shirt XL 730.0,730,4,10
Shirt XL 734.29,734.29,0,0
Shirt XL 736.0,736,35,90
Shirt XL 737.0,737,8,20
Shirt XL 749.0,749,18,45
Shirt XL 752.0,752,6,20
Shirt XL 753.0,753,10,25
Shirt XL 754.0,754,76,190
Shirt XL 759.0,759,2,5
Shirt XL 761.0,761,6,15
Shirt XL 764.0,764,18,45
Shirt XL 771.0,771,102,255
Shirt XL 772.38,772.38,0,0
Shirt XL 777.0,777,56,140
Shirt XL 782.0,782,6,15
Shirt XL 787.0,787,8,20
Shirt XL 797.0,797,8,20
Shirt XL 798.0,798,9,30
Shirt XL 801.0,801,8,20
Shirt XL 811.0,811,8,20
Shirt XL 822.86,822.86,0,0
Shirt XL 829.52,829.52,0,0
Shirt XL 832.0,832,10,25
Shirt XL 835.0,835,2,5
Shirt XL 839.0,839,2,5
Shirt XL 845.71,845.71,0,0
Shirt XL 852.0,852,16,40
Shirt XL 855.24,855.24,0,0
Shirt XL 864.0,864,3,10
Shirt XL 874.28,874.28,0,0
Shirt XL 876.0,876,5,15
Shirt XL 884.0,884,3,10
Shirt XL 888.0,888,22,55
Shirt XL 906.0,906,3,10
Shirt XL 916.0,916,3,10
Shirt XL 918.0,918,3,10
Shirt XL 927.0,927,4,10
Shirt XL 927.62,927.62,0,0
Shirt XL 939.0,939,2,5
Shirt XL 967.0,967,14,35
Shirt XL 972.0,972,6,20
Shirt XL 990.0,990,3,10
Shirt XL 992.0,992,3,10
Shirt XL nan,,16,40
Shirt XS 1034.0,1034,3,10
Shirt XS 1136.0,1136,3,10
Shirt XS 1198.0,1198,3,10
Shirt XS 1384.0,1384,3,10
Shirt XS 229.0,229,4,10
Shirt XS 248.0,248,2,5
Shirt XS 249.0,249,14,35
Shirt XS 259.0,259,28,70
Shirt XS 264.0,264,4,10
Shirt XS 267.0,267,12,30
Shirt XS 269.0,269,2,5
Shirt XS 271.0,271,4,10
Shirt XS 277.0,277,2,5
Shirt XS 278.1,278.1,0,0
Shirt XS 280.0,280,14,35
Shirt XS 280.95,280.95,0,0
Shirt XS 283.0,283,6,15
Shirt XS 284.76,284.76,0,0
Shirt XS 286.67,286.67,0,0
